record_id,title,abstract,authors,year,label_included,review_id,source
CD013295_pub2_excl_129,Topic-related study 129,"",Author_2430,1995,0,CD013295_pub2,synthetic_excluded
CD015330_pub2_excl_38,Topic-related study 38,"",Author_9329,2013,0,CD015330_pub2,synthetic_excluded
CD013078_pub2_1,Rieder 2022,"",Rieder,2022,1,CD013078_pub2,pairwise70_included
CD002971_pub6_excl_13,Topic-related study 13,"",Author_5247,1984,0,CD002971_pub6,synthetic_excluded
CD006632_pub3_excl_9,Topic-related study 9,"",Author_6428,2018,0,CD006632_pub3,synthetic_excluded
CD001431_pub6_excl_128,Topic-related study 128,"",Author_9801,2022,0,CD001431_pub6,synthetic_excluded
CD001533_pub7_excl_40,Topic-related study 40,"",Author_4675,1985,0,CD001533_pub7,synthetic_excluded
CD005566_pub4_excl_51,Topic-related study 51,"",Author_2913,2017,0,CD005566_pub4,synthetic_excluded
CD014937_pub2_15,Mahesh 2008,"",Mahesh,2008,1,CD014937_pub2,pairwise70_included
CD001431_pub6_excl_53,Topic-related study 53,"",Author_2399,2020,0,CD001431_pub6,synthetic_excluded
CD016120_2,Khan 2018,"",Khan,2018,1,CD016120,pairwise70_included
CD010216_pub9_excl_10,Topic-related study 10,"",Author_3227,,0,CD010216_pub9,synthetic_excluded
CD012067_pub3_excl_65,Topic-related study 65,"",Author_6362,2012,0,CD012067_pub3,synthetic_excluded
CD016120_excl_6,Topic-related study 6,"",Author_5247,2020,0,CD016120,synthetic_excluded
CD001797_pub4_excl_6,Topic-related study 6,"",Author_2270,1996,0,CD001797_pub4,synthetic_excluded
CD005566_pub4_68,Weis 2006,"",Weis,2006,1,CD005566_pub4,pairwise70_included
CD013358_pub2_excl_8,Topic-related study 8,"",Author_6019,2005,0,CD013358_pub2,synthetic_excluded
CD010145_pub2_excl_20,Topic-related study 20,"",Author_7310,1996,0,CD010145_pub2,synthetic_excluded
CD012850_pub2_excl_29,Topic-related study 29,"",Author_7923,2020,0,CD012850_pub2,synthetic_excluded
CD015476_pub2_8,Lovász 2020,"",Lovász,2020,1,CD015476_pub2,pairwise70_included
CD011535_pub7_118,IMMerge 2021,"",IMMerge,2021,1,CD011535_pub7,pairwise70_included
CD016031_excl_7,Topic-related study 7,"",Author_8340,2022,0,CD016031,synthetic_excluded
CD014964_pub2_excl_2,Topic-related study 2,"",Author_9083,2011,0,CD014964_pub2,synthetic_excluded
CD015448_pub2_1,Baumann 2014,"",Baumann,2014,1,CD015448_pub2,pairwise70_included
CD011535_pub7_excl_40,Topic-related study 40,"",Author_5597,2012,0,CD011535_pub7,synthetic_excluded
CD004376_pub4_69,Rosedale 2014,"",Rosedale,2014,1,CD004376_pub4,pairwise70_included
CD011689_pub4_69,Ortiz-Gomez 2013,"",Ortiz-Gomez,2013,1,CD011689_pub4,pairwise70_included
CD004406_pub6_excl_20,Topic-related study 20,"",Author_5971,1999,0,CD004406_pub6,synthetic_excluded
CD009022_pub4_excl_1,Topic-related study 1,"",Author_4616,2015,0,CD009022_pub4,synthetic_excluded
CD015820_pub2_11,Tailor 2015,"",Tailor,2015,1,CD015820_pub2,pairwise70_included
CD003962_pub3_excl_72,Topic-related study 72,"",Author_3553,2014,0,CD003962_pub3,synthetic_excluded
CD004992_pub4_2,Fulop 2006,"",Fulop,2006,1,CD004992_pub4,pairwise70_included
CD013834_pub2_2,Hoang 2015,"",Hoang,2015,1,CD013834_pub2,pairwise70_included
CD015328_pub2_excl_167,Topic-related study 167,"",Author_6734,2014,0,CD015328_pub2,synthetic_excluded
CD014769_pub2_excl_18,Topic-related study 18,"",Author_6286,2009,0,CD014769_pub2,synthetic_excluded
CD015588_pub2_excl_37,Topic-related study 37,"",Author_1205,2023,0,CD015588_pub2,synthetic_excluded
CD014722_pub2_17,Ozcan 2020,"",Ozcan,2020,1,CD014722_pub2,pairwise70_included
CD009508_pub2_excl_18,Topic-related study 18,"",Author_1249,2011,0,CD009508_pub2,synthetic_excluded
CD015213_pub2_excl_42,Topic-related study 42,"",Author_7184,2010,0,CD015213_pub2,synthetic_excluded
CD003962_pub3_35,Donadio 1994,"",Donadio,1994,1,CD003962_pub3,pairwise70_included
CD015328_pub2_excl_65,Topic-related study 65,"",Author_2374,2020,0,CD015328_pub2,synthetic_excluded
CD011627_pub3_excl_14,Topic-related study 14,"",Author_1787,2016,0,CD011627_pub3,synthetic_excluded
CD002290_pub6_15,Ishaq 2023,"",Ishaq,2023,1,CD002290_pub6,pairwise70_included
CD012170_pub2_5,Gray 2013,"",Gray,2013,1,CD012170_pub2,pairwise70_included
CD007079_pub4_excl_24,Topic-related study 24,"",Author_7300,1990,0,CD007079_pub4,synthetic_excluded
CD006913_pub3_10,Ewais 2021,"",Ewais,2021,1,CD006913_pub3,pairwise70_included
CD013038_pub3_excl_4,Topic-related study 4,"",Author_1235,2018,0,CD013038_pub3,synthetic_excluded
CD014741_pub2_32,Van de Kerkhof 2008,"",Van de Kerkhof,2008,1,CD014741_pub2,pairwise70_included
CD012642_pub2_excl_8,Topic-related study 8,"",Author_7927,2000,0,CD012642_pub2,synthetic_excluded
CD015518_7,START,"",START,,1,CD015518,pairwise70_included
CD015064_pub2_excl_11,Topic-related study 11,"",Author_7560,2004,0,CD015064_pub2,synthetic_excluded
CD008469_pub3_2,Otsuki 2009,"",Otsuki,2009,1,CD008469_pub3,pairwise70_included
CD016147_2,van Beekhuizen 2006,"",van Beekhuizen,2006,1,CD016147,pairwise70_included
CD008349_pub5_excl_80,Topic-related study 80,"",Author_4859,2013,0,CD008349_pub5,synthetic_excluded
CD001533_pub7_excl_11,Topic-related study 11,"",Author_5559,2016,0,CD001533_pub7,synthetic_excluded
CD013332_pub2_4,Tepaske 2001,"",Tepaske,2001,1,CD013332_pub2,pairwise70_included
CD011841_pub3_excl_34,Topic-related study 34,"",Author_3364,2017,0,CD011841_pub3,synthetic_excluded
CD009749_pub3_27,Saharkhiz 2017,"",Saharkhiz,2017,1,CD009749_pub3,pairwise70_included
CD013056_pub3_7,Jaya 2003,"",Jaya,2003,1,CD013056_pub3,pairwise70_included
CD011806_pub2_4,de Bruyn 2020,"",de Bruyn,2020,1,CD011806_pub2,pairwise70_included
CD010583_pub6_8,Dai 2020,"",Dai,2020,1,CD010583_pub6,pairwise70_included
CD015326_pub2_excl_11,Topic-related study 11,"",Author_6691,2021,0,CD015326_pub2,synthetic_excluded
CD015330_pub2_46,NCT02067728,"",NCT0,,1,CD015330_pub2,pairwise70_included
CD005566_pub4_excl_84,Topic-related study 84,"",Author_5384,2017,0,CD005566_pub4,synthetic_excluded
CD007079_pub4_excl_25,Topic-related study 25,"",Author_5971,2006,0,CD007079_pub4,synthetic_excluded
CD010856_pub3_excl_8,Topic-related study 8,"",Author_5198,1982,0,CD010856_pub3,synthetic_excluded
CD011689_pub4_excl_24,Topic-related study 24,"",Author_4367,2002,0,CD011689_pub4,synthetic_excluded
CD005595_pub4_39,Nilsson 2009,"",Nilsson,2009,1,CD005595_pub4,pairwise70_included
CD014722_pub2_excl_75,Topic-related study 75,"",Author_5579,2020,0,CD014722_pub2,synthetic_excluded
CD014932_pub2_excl_11,Topic-related study 11,"",Author_7915,2003,0,CD014932_pub2,synthetic_excluded
CD009235_pub4_45,Vogelsang 2003,"",Vogelsang,2003,1,CD009235_pub4,pairwise70_included
CD013830_pub2_excl_1,Topic-related study 1,"",Author_8309,1981,0,CD013830_pub2,synthetic_excluded
CD006124_pub3_excl_11,Topic-related study 11,"",Author_9492,2006,0,CD006124_pub3,synthetic_excluded
CD010001_pub4_17,Balduyck 2022,"",Balduyck,2022,1,CD010001_pub4,pairwise70_included
CD015968_1,Johansson 2020,"",Johansson,2020,1,CD015968,pairwise70_included
CD004376_pub4_excl_12,Topic-related study 12,"",Author_8431,2022,0,CD004376_pub4,synthetic_excluded
CD011044_pub3_excl_1,Topic-related study 1,"",Author_7967,2017,0,CD011044_pub3,synthetic_excluded
CD005595_pub4_27,DiStasio 1994,"",DiStasio,1994,1,CD005595_pub4,pairwise70_included
CD014736_pub2_excl_7,Topic-related study 7,"",Author_3270,1989,0,CD014736_pub2,synthetic_excluded
CD006839_pub5_7,vanVeen 2015,"",vanVeen,2015,1,CD006839_pub5,pairwise70_included
CD006913_pub3_excl_46,Topic-related study 46,"",Author_9043,2016,0,CD006913_pub3,synthetic_excluded
CD001431_pub6_54,Kostick 2018,"",Kostick,2018,1,CD001431_pub6,pairwise70_included
CD002243_pub5_42,Mirea 2014,"",Mirea,2014,1,CD002243_pub5,pairwise70_included
CD009244_pub3_excl_5,Topic-related study 5,"",Author_1983,2022,0,CD009244_pub3,synthetic_excluded
CD015328_pub2_excl_149,Topic-related study 149,"",Author_5624,2015,0,CD015328_pub2,synthetic_excluded
CD007674_pub3_excl_16,Topic-related study 16,"",Author_6656,2010,0,CD007674_pub3,synthetic_excluded
CD003414_pub4_excl_7,Topic-related study 7,"",Author_8892,2021,0,CD003414_pub4,synthetic_excluded
CD006185_pub6_52,Akinci 2023,"",Akinci,2023,1,CD006185_pub6,pairwise70_included
CD015536_pub2_excl_13,Topic-related study 13,"",Author_7320,2016,0,CD015536_pub2,synthetic_excluded
CD004925_pub4_excl_11,Topic-related study 11,"",Author_9198,2020,0,CD004925_pub4,synthetic_excluded
CD013255_pub2_11,Cotter 1999,"",Cotter,1999,1,CD013255_pub2,pairwise70_included
CD003594_pub7_excl_21,Topic-related study 21,"",Author_3943,2010,0,CD003594_pub7,synthetic_excluded
CD008063_pub3_excl_102,Topic-related study 102,"",Author_1409,2009,0,CD008063_pub3,synthetic_excluded
CD006023_pub4_104,Maruyama 2018,"",Maruyama,2018,1,CD006023_pub4,pairwise70_included
CD010001_pub4_excl_13,Topic-related study 13,"",Author_1993,1993,0,CD010001_pub4,synthetic_excluded
CD001920_pub4_excl_218,Topic-related study 218,"",Author_1721,2005,0,CD001920_pub4,synthetic_excluded
CD002112_pub2_excl_57,Topic-related study 57,"",Author_6011,1999,0,CD002112_pub2,synthetic_excluded
CD013038_pub3_excl_9,Topic-related study 9,"",Author_9590,2020,0,CD013038_pub3,synthetic_excluded
CD011762_pub2_33,Zhou 2023,"",Zhou,2023,1,CD011762_pub2,pairwise70_included
CD012586_pub2_89,Recombinant Human FSH Study Group 1995,"",Recombinant Human FSH Study Group,1995,1,CD012586_pub2,pairwise70_included
CD001431_pub6_121,McAlister 2005,"",McAlister,2005,1,CD001431_pub6,pairwise70_included
CD002303_pub4_3,Kapp 2013,"",Kapp,2013,1,CD002303_pub4,pairwise70_included
CD013042_pub2_excl_14,Topic-related study 14,"",Author_8568,2007,0,CD013042_pub2,synthetic_excluded
CD014852_pub2_excl_25,Topic-related study 25,"",Author_3716,2006,0,CD014852_pub2,synthetic_excluded
CD002042_pub6_46,Topley 1956,"",Topley,1956,1,CD002042_pub6,pairwise70_included
CD005595_pub4_excl_51,Topic-related study 51,"",Author_4444,2007,0,CD005595_pub4,synthetic_excluded
CD007024_pub3_1,Carroll 1998 dataset a,"",Carroll,1998,1,CD007024_pub3,pairwise70_included
CD006140_pub3_13,CHOICES scale up 2022,"",CHOICES scale up,2022,1,CD006140_pub3,pairwise70_included
CD015584_pub2_12,Mansy 2018,"",Mansy,2018,1,CD015584_pub2,pairwise70_included
CD015373_pub2_excl_13,Topic-related study 13,"",Author_9288,2006,0,CD015373_pub2,synthetic_excluded
CD012586_pub2_40,Xu 2020,"",Xu,2020,1,CD012586_pub2,pairwise70_included
CD012905_pub2_excl_3,Topic-related study 3,"",Author_5971,2010,0,CD012905_pub2,synthetic_excluded
CD002112_pub2_excl_2,Topic-related study 2,"",Author_3713,2008,0,CD002112_pub2,synthetic_excluded
CD004307_pub7_excl_19,Topic-related study 19,"",Author_5550,2021,0,CD004307_pub7,synthetic_excluded
CD015673_pub2_4,O'Malley 1992,"",O'Malley,1992,1,CD015673_pub2,pairwise70_included
CD015328_pub2_7,Cunha 2013,"",Cunha,2013,1,CD015328_pub2,pairwise70_included
CD016031_excl_8,Topic-related study 8,"",Author_5262,2022,0,CD016031,synthetic_excluded
CD015749_pub2_2,Madeddu 2012,"",Madeddu,2012,1,CD015749_pub2,pairwise70_included
CD011204_pub3_12,Blautzik 2016,"",Blautzik,2016,1,CD011204_pub3,pairwise70_included
CD015328_pub2_50,Wang 2018,"",Wang,2018,1,CD015328_pub2,pairwise70_included
CD003376_pub4_7,Montessori 1997,"",Montessori,1997,1,CD003376_pub4,pairwise70_included
CD004417_pub6_excl_12,Topic-related study 12,"",Author_4912,2005,0,CD004417_pub6,synthetic_excluded
CD012967_pub2_excl_1,Topic-related study 1,"",Author_2749,1999,0,CD012967_pub2,synthetic_excluded
CD014844_pub2_4,Ramin 1995,"",Ramin,1995,1,CD014844_pub2,pairwise70_included
CD013763_pub3_excl_12,Topic-related study 12,"",Author_1295,2020,0,CD013763_pub3,synthetic_excluded
CD011044_pub3_22,Herrmann 2007,"",Herrmann,2007,1,CD011044_pub3,pairwise70_included
CD014758_pub3_77,Zhou 2023,"",Zhou,2023,1,CD014758_pub3,pairwise70_included
CD016031_14,Tol 2024,"",Tol,2024,1,CD016031,pairwise70_included
CD008469_pub3_excl_17,Topic-related study 17,"",Author_9401,2009,0,CD008469_pub3,synthetic_excluded
CD007639_pub3_excl_19,Topic-related study 19,"",Author_8198,2003,0,CD007639_pub3,synthetic_excluded
CD003519_pub5_excl_12,Topic-related study 12,"",Author_1023,2016,0,CD003519_pub5,synthetic_excluded
CD011535_pub7_excl_67,Topic-related study 67,"",Author_2818,2024,0,CD011535_pub7,synthetic_excluded
CD003414_pub4_25,Elgindy 2022,"",Elgindy,2022,1,CD003414_pub4,pairwise70_included
CD011204_pub3_excl_20,Topic-related study 20,"",Author_2521,2000,0,CD011204_pub3,synthetic_excluded
CD012925_pub2_14,Peiris 2019,"",Peiris,2019,1,CD012925_pub2,pairwise70_included
CD001920_pub4_28,Wan Xueli 2014,"",Wan Xueli,2014,1,CD001920_pub4,pairwise70_included
CD011689_pub4_24,Baskett 2007,"",Baskett,2007,1,CD011689_pub4,pairwise70_included
CD001321_pub7_7,Takahashi 2013,"",Takahashi,2013,1,CD001321_pub7,pairwise70_included
CD013719_pub2_5,Asilian 2020,"",Asilian,2020,1,CD013719_pub2,pairwise70_included
CD001431_pub6_excl_99,Topic-related study 99,"",Author_2481,2020,0,CD001431_pub6,synthetic_excluded
CD015476_pub2_7,Li 2023,"",Li,2023,1,CD015476_pub2,pairwise70_included
CD007784_pub3_29,Nielsen 1993,"",Nielsen,1993,1,CD007784_pub3,pairwise70_included
CD013763_pub3_excl_83,Topic-related study 83,"",Author_8004,2021,0,CD013763_pub3,synthetic_excluded
CD014964_pub2_excl_59,Topic-related study 59,"",Author_6506,2012,0,CD014964_pub2,synthetic_excluded
CD009508_pub2_excl_47,Topic-related study 47,"",Author_4229,2010,0,CD009508_pub2,synthetic_excluded
CD013295_pub2_56,Engel 2001,"",Engel,2001,1,CD013295_pub2,pairwise70_included
CD004736_pub6_28,Meier 2003,"",Meier,2003,1,CD004736_pub6,pairwise70_included
CD013672_pub2_excl_8,Topic-related study 8,"",Author_2074,2006,0,CD013672_pub2,synthetic_excluded
CD006023_pub4_83,Locatelli 2013,"",Locatelli,2013,1,CD006023_pub4,pairwise70_included
CD013232_pub2_102,Niederhofer 2002,"",Niederhofer,2002,1,CD013232_pub2,pairwise70_included
CD014722_pub2_excl_25,Topic-related study 25,"",Author_2870,2019,0,CD014722_pub2,synthetic_excluded
CD015532_excl_18,Topic-related study 18,"",Author_9290,2020,0,CD015532,synthetic_excluded
CD015443_pub2_excl_18,Topic-related study 18,"",Author_6782,2018,0,CD015443_pub2,synthetic_excluded
CD011535_pub7_excl_102,Topic-related study 102,"",Author_5876,2024,0,CD011535_pub7,synthetic_excluded
CD015122_pub2_excl_3,Topic-related study 3,"",Author_5553,2016,0,CD015122_pub2,synthetic_excluded
CD013232_pub2_excl_118,Topic-related study 118,"",Author_5807,2001,0,CD013232_pub2,synthetic_excluded
CD007693_pub3_9,Teixeira 2010,"",Teixeira,2010,1,CD007693_pub3,pairwise70_included
CD012186_pub2_2,BRAVO 2014,"",BRAVO,2014,1,CD012186_pub2,pairwise70_included
CD007896_pub4_35,Mitchell 2021,"",Mitchell,2021,1,CD007896_pub4,pairwise70_included
CD015673_pub2_6,Ulrichsen 2010,"",Ulrichsen,2010,1,CD015673_pub2,pairwise70_included
CD003962_pub3_excl_16,Topic-related study 16,"",Author_3067,1994,0,CD003962_pub3,synthetic_excluded
CD014965_pub2_excl_16,Topic-related study 16,"",Author_7562,2006,0,CD014965_pub2,synthetic_excluded
CD001321_pub7_31,McGuiness 2002,"",McGuiness,2002,1,CD001321_pub7,pairwise70_included
CD016031_11,Bűcs 2021,"",Bűcs,2021,1,CD016031,pairwise70_included
CD011778_pub2_excl_10,Topic-related study 10,"",Author_7878,2013,0,CD011778_pub2,synthetic_excluded
CD013059_pub2_11,Meeks 2015,"",Meeks,2015,1,CD013059_pub2,pairwise70_included
CD013054_pub3_excl_9,Topic-related study 9,"",Author_6985,1999,0,CD013054_pub3,synthetic_excluded
CD006919_pub5_excl_43,Topic-related study 43,"",Author_8865,1995,0,CD006919_pub5,synthetic_excluded
CD013232_pub2_excl_49,Topic-related study 49,"",Author_3739,2006,0,CD013232_pub2,synthetic_excluded
CD013726_pub2_13,Klosok 1993,"",Klosok,1993,1,CD013726_pub2,pairwise70_included
CD008940_pub4_excl_18,Topic-related study 18,"",Author_6894,2004,0,CD008940_pub4,synthetic_excluded
CD014758_pub3_excl_36,Topic-related study 36,"",Author_2812,2022,0,CD014758_pub3,synthetic_excluded
CD011381_pub3_excl_42,Topic-related study 42,"",Author_7496,2014,0,CD011381_pub3,synthetic_excluded
CD009730_pub3_excl_10,Topic-related study 10,"",Author_7972,1990,0,CD009730_pub3,synthetic_excluded
CD015788_pub2_excl_13,Topic-related study 13,"",Author_6133,2012,0,CD015788_pub2,synthetic_excluded
CD014937_pub2_21,Piardi 2021,"",Piardi,2021,1,CD014937_pub2,pairwise70_included
CD004307_pub7_7,Van den Brand 2018,"",Van den Brand,2018,1,CD004307_pub7,pairwise70_included
CD016136_excl_29,Topic-related study 29,"",Author_6468,2006,0,CD016136,synthetic_excluded
CD008237_pub4_3,McIntosh 2014,"",McIntosh,2014,1,CD008237_pub4,pairwise70_included
CD001155_pub3_excl_37,Topic-related study 37,"",Author_6139,2006,0,CD001155_pub3,synthetic_excluded
CD013719_pub2_excl_1,Topic-related study 1,"",Author_4305,1988,0,CD013719_pub2,synthetic_excluded
CD013456_pub2_excl_4,Topic-related study 4,"",Author_4973,2012,0,CD013456_pub2,synthetic_excluded
CD006023_pub4_excl_70,Topic-related study 70,"",Author_4883,2021,0,CD006023_pub4,synthetic_excluded
CD014937_pub2_excl_57,Topic-related study 57,"",Author_7119,1996,0,CD014937_pub2,synthetic_excluded
CD015134_pub2_2,Kampmann 2023,"",Kampmann,2023,1,CD015134_pub2,pairwise70_included
CD010145_pub2_10,Lissoni 2002b,"",Lissoni,2002,1,CD010145_pub2,pairwise70_included
CD015122_pub2_excl_6,Topic-related study 6,"",Author_2262,2021,0,CD015122_pub2,synthetic_excluded
CD014937_pub2_24,REMEDIAL III 2020,"",REMEDIAL III,2020,1,CD014937_pub2,pairwise70_included
CD015749_pub2_excl_4,Topic-related study 4,"",Author_7789,2004,0,CD015749_pub2,synthetic_excluded
CD013729_pub2_2,Ma 2015,"",Ma,2015,1,CD013729_pub2,pairwise70_included
CD015328_pub2_24,Ickovics 2019,"",Ickovics,2019,1,CD015328_pub2,pairwise70_included
CD015387_pub2_excl_32,Topic-related study 32,"",Author_9790,2019,0,CD015387_pub2,synthetic_excluded
CD011381_pub3_excl_3,Topic-related study 3,"",Author_2988,1997,0,CD011381_pub3,synthetic_excluded
CD006919_pub5_excl_40,Topic-related study 40,"",Author_7295,1991,0,CD006919_pub5,synthetic_excluded
CD011762_pub2_31,ONYX-3 2014,"",ONYX-3,2014,1,CD011762_pub2,pairwise70_included
CD002042_pub6_40,Prick 2014 (WOMB),"",Prick,2014,1,CD002042_pub6,pairwise70_included
CD014541_pub2_excl_7,Topic-related study 7,"",Author_4710,2018,0,CD014541_pub2,synthetic_excluded
CD012186_pub2_excl_38,Topic-related study 38,"",Author_1750,1998,0,CD012186_pub2,synthetic_excluded
CD013801_pub2_excl_3,Topic-related study 3,"",Author_2330,2016,0,CD013801_pub2,synthetic_excluded
CD014722_pub2_excl_81,Topic-related study 81,"",Author_3999,2010,0,CD014722_pub2,synthetic_excluded
CD015448_pub2_12,Tauber 2020a,"",Tauber,2020,1,CD015448_pub2,pairwise70_included
CD005495_pub5_18,Ohgi 2004,"",Ohgi,2004,1,CD005495_pub5,pairwise70_included
CD011689_pub4_119,Su 2009,"",Su,2009,1,CD011689_pub4,pairwise70_included
CD000478_pub5_excl_1,Topic-related study 1,"",Author_3909,2022,0,CD000478_pub5,synthetic_excluded
CD006606_pub5_1,Vuong 2020,"",Vuong,2020,1,CD006606_pub5,pairwise70_included
CD013763_pub3_excl_13,Topic-related study 13,"",Author_9827,2020,0,CD013763_pub3,synthetic_excluded
CD014666_pub2_6,Huang 2011,"",Huang,2011,1,CD014666_pub2,pairwise70_included
CD006475_pub3_9,Kopp 2008,"",Kopp,2008,1,CD006475_pub3,pairwise70_included
CD015820_pub2_excl_16,Topic-related study 16,"",Author_6985,2006,0,CD015820_pub2,synthetic_excluded
CD011689_pub4_excl_108,Topic-related study 108,"",Author_6269,2002,0,CD011689_pub4,synthetic_excluded
CD010856_pub3_10,Arnold 1956,"",Arnold,1956,1,CD010856_pub3,pairwise70_included
CD008873_pub5_6,Bhutta 2011,"",Bhutta,2011,1,CD008873_pub5,pairwise70_included
CD010145_pub2_3,Kartini 2021,"",Kartini,2021,1,CD010145_pub2,pairwise70_included
CD014820_pub2_19,Balestracci 2022,"",Balestracci,2022,1,CD014820_pub2,pairwise70_included
CD013358_pub2_excl_5,Topic-related study 5,"",Author_6051,2017,0,CD013358_pub2,synthetic_excluded
CD015476_pub2_10,Oliveira Dos Santos 2019,"",Oliveira Dos Santos,2019,1,CD015476_pub2,pairwise70_included
CD016119_excl_13,Topic-related study 13,"",Author_7416,2017,0,CD016119,synthetic_excluded
CD008063_pub3_18,Mastroleo 2010,"",Mastroleo,2010,1,CD008063_pub3,pairwise70_included
CD012586_pub2_5,Lobo 2024,"",Lobo,2024,1,CD012586_pub2,pairwise70_included
CD015673_pub2_excl_2,Topic-related study 2,"",Author_3164,2004,0,CD015673_pub2,synthetic_excluded
CD006536_pub5_excl_66,Topic-related study 66,"",Author_7129,2012,0,CD006536_pub5,synthetic_excluded
CD008145_pub4_excl_10,Topic-related study 10,"",Author_1693,2017,0,CD008145_pub4,synthetic_excluded
CD013342_pub2_excl_29,Topic-related study 29,"",Author_9438,2016,0,CD013342_pub2,synthetic_excluded
CD008237_pub4_excl_5,Topic-related study 5,"",Author_7587,2005,0,CD008237_pub4,synthetic_excluded
CD003331_pub6_excl_21,Topic-related study 21,"",Author_6957,2005,0,CD003331_pub6,synthetic_excluded
CD015432_pub2_1,Bahrololoomi 2019,"",Bahrololoomi,2019,1,CD015432_pub2,pairwise70_included
CD003331_pub6_excl_72,Topic-related study 72,"",Author_3210,1999,0,CD003331_pub6,synthetic_excluded
CD008145_pub4_excl_5,Topic-related study 5,"",Author_9494,2021,0,CD008145_pub4,synthetic_excluded
CD016031_6,Baba 2013,"",Baba,2013,1,CD016031,pairwise70_included
CD003331_pub6_39,Jónsdóttir 2006,"",Jónsdóttir,2006,1,CD003331_pub6,pairwise70_included
CD016120_4,Lei 2022,"",Lei,2022,1,CD016120,pairwise70_included
CD001155_pub3_excl_17,Topic-related study 17,"",Author_8525,2009,0,CD001155_pub3,synthetic_excluded
CD007837_pub3_excl_9,Topic-related study 9,"",Author_6981,2022,0,CD007837_pub3,synthetic_excluded
CD011218_pub2_excl_8,Topic-related study 8,"",Author_4679,1996,0,CD011218_pub2,synthetic_excluded
CD011762_pub2_26,STARS J-4 2014,"",STARS J-4,2014,1,CD011762_pub2,pairwise70_included
CD007639_pub3_excl_26,Topic-related study 26,"",Author_9832,2003,0,CD007639_pub3,synthetic_excluded
CD014872_pub2_excl_12,Topic-related study 12,"",Author_6675,2017,0,CD014872_pub2,synthetic_excluded
CD001431_pub6_excl_23,Topic-related study 23,"",Author_8060,1996,0,CD001431_pub6,synthetic_excluded
CD013539_pub2_excl_7,Topic-related study 7,"",Author_6532,2023,0,CD013539_pub2,synthetic_excluded
CD005951_pub5_14,Arumugam 2015,"",Arumugam,2015,1,CD005951_pub5,pairwise70_included
CD011535_pub7_130,IMMpulse 2023,"",IMMpulse,2023,1,CD011535_pub7,pairwise70_included
CD001837_pub4_excl_64,Topic-related study 64,"",Author_1954,2017,0,CD001837_pub4,synthetic_excluded
CD011535_pub7_excl_43,Topic-related study 43,"",Author_5833,2016,0,CD011535_pub7,synthetic_excluded
CD012586_pub2_145,EUCTR2010-019411-37-DE 2010,"",EUCTR,2010,1,CD012586_pub2,pairwise70_included
CD015536_pub2_excl_15,Topic-related study 15,"",Author_1529,2005,0,CD015536_pub2,synthetic_excluded
CD012609_pub2_8,VanAssche 2012 (SWITCH),"",VanAssche,2012,1,CD012609_pub2,pairwise70_included
CD006632_pub3_21,Choong 2000,"",Choong,2000,1,CD006632_pub3,pairwise70_included
CD002290_pub6_excl_32,Topic-related study 32,"",Author_1813,2004,0,CD002290_pub6,synthetic_excluded
CD009235_pub4_34,Rose 2008,"",Rose,2008,1,CD009235_pub4,pairwise70_included
CD010583_pub6_excl_9,Topic-related study 9,"",Author_6026,2020,0,CD010583_pub6,synthetic_excluded
CD006257_pub2_excl_45,Topic-related study 45,"",Author_8730,2002,0,CD006257_pub2,synthetic_excluded
CD015592_pub3_excl_1,Topic-related study 1,"",Author_9600,2002,0,CD015592_pub3,synthetic_excluded
CD001431_pub6_123,Whelan 2004,"",Whelan,2004,1,CD001431_pub6,pairwise70_included
CD007110_pub4_3,MSKCC trial #90-44,"",MSKCC trial #90-44,,1,CD007110_pub4,pairwise70_included
CD012586_pub2_excl_150,Topic-related study 150,"",Author_1554,2010,0,CD012586_pub2,synthetic_excluded
CD006027_pub3_6,Supervia 1998,"",Supervia,1998,1,CD006027_pub3,pairwise70_included
CD006712_pub3_5,Acmaz 2013,"",Acmaz,2013,1,CD006712_pub3,pairwise70_included
CD014585_pub2_excl_1,Topic-related study 1,"",Author_9682,2014,0,CD014585_pub2,synthetic_excluded
CD006919_pub5_excl_41,Topic-related study 41,"",Author_2130,1996,0,CD006919_pub5,synthetic_excluded
CD009244_pub3_excl_2,Topic-related study 2,"",Author_5256,2025,0,CD009244_pub3,synthetic_excluded
CD005133_pub4_21,Togashi 2011 Liver,"",Togashi,2011,1,CD005133_pub4,pairwise70_included
CD014803_pub2_2,Gabbay 2018,"",Gabbay,2018,1,CD014803_pub2,pairwise70_included
CD015875_excl_6,Topic-related study 6,"",Author_7049,2018,0,CD015875,synthetic_excluded
CD013105_pub2_27,Marschalek 2021,"",Marschalek,2021,1,CD013105_pub2,pairwise70_included
CD012067_pub3_33,Ulusoy 2010,"",Ulusoy,2010,1,CD012067_pub3,pairwise70_included
CD012925_pub2_7,Chen 2016,"",Chen,2016,1,CD012925_pub2,pairwise70_included
CD006124_pub3_7,Mansour 2017,"",Mansour,2017,1,CD006124_pub3,pairwise70_included
CD008771_pub3_7,te Braake 2005,"",te Braake,2005,1,CD008771_pub3,pairwise70_included
CD016064_excl_57,Topic-related study 57,"",Author_8517,2021,0,CD016064,synthetic_excluded
CD015328_pub2_excl_188,Topic-related study 188,"",Author_3514,2010,0,CD015328_pub2,synthetic_excluded
