record_id,title,abstract,authors,year,label_included,review_id
18770682,Multivariate analysis.,"One of the goals of Current Protocols is to provide information from the very basic level to the very advanced. This unit is an excellent example of providing explanation and application for a complex area. Building upon several other units on data analysis, it provides a detailed explanation of how multivariate analytical techniques are applied to flow cytometry data. The unit deals with the covariance matrix, principal component analysis, and cluster analysis and provides sources for software as well as example data files. This material will be particularly valuable to the graduate student trying to obtain a good understanding of statistical methods in flow cytometry, as well as to the experienced investigator who uses these tools on a regular basis without really understanding how they operate. principal components analysis; cluster analysis; FCS file format One of the goals of Current Protocols is to provide information from the very basic level to the very advanced.",Boland,2001,1,CD001155_pub3
18649429,The mad-house keepers of East London.,"",Murphy,2001,1,CD001155_pub3
18429185,Overview of the baculovirus expression system.,"Baculoviruses have emerged as a popular system for overproducing recombinant proteins in eukaryotic cells. This overview unit describes the baculovirus life cycle and expression system, and also provides information on vectors and protocols for using the baculovirus expression system.",Murphy,2001,1,CD001155_pub3
8573430,Tiludronate: development as an osteoporosis therapy.,"The clinical development of tiludronate (tiludronic acid, disodium salt) for the treatment of Paget's disease of bone is now being complemented by another clinical trials program to investigate its use in osteoporosis. It is expected that osteoporosis will become a major indication for tiludronate, and this paper describes the trial design and treatment goals that will be employed in these new studies. In studies to assess the incidence of fracture, the primary efficacy end point is the occurrence of vertebral fractures after 3 years of therapy. Secondary end-points include changes in lumbar bone mineral density, spinal deformity index, and height. Changes in biochemical markers and quality of life will also be assessed. Safety evaluations include clinical laboratory parameters, adverse events and, in selected patients, histomorphometry of the iliac crest bone. For the nonfracture studies, the primary efficacy end-point is the effect on bone mineral density after 2 years of therapy. Secondary end-points include vertebral fracture rate, spinal deformity index, and height. Biochemical markers, quality of life, and safety (including bone biopsies in selected patients) will be evaluated as in the fracture studies. The studies are expected to be completed in early 1997, followed by worldwide regulatory applications in late 1997.",Chesnut,1995,1,CD001155_pub3
7594589,Prominent roles of secondary anchor residues in peptide binding to HLA-A24 human class I molecules.,"The binding capacity of large sets of peptides corresponding to naturally occurring sequences and carrying previously defined A24-specific motifs was analyzed. It was found that only a minority (9-25%) of the motif-carrying peptides bound the relevant HLA-A molecule with good affinity (IC 50% < or = 50 nM), while the majority of them bound only weakly or not at all (IC 50% > or = 500 nM). By correlating the presence of specific residue types at each position along the peptide sequence with average binding affinity, the prominent influence of specific secondary interactions (secondary anchor residues) was revealed. Moreover, secondary interactions appeared to be size-dependent in that the specific effects detected differed in 9-mer and 10-mer peptide sets. Based on these observations, A24-specific refined motifs were also established for both 9-mer and 10-mer ligands, and their merit was verified by testing the binding capacity of independent sets of synthetic peptides. Such refined motifs should facilitate accurate prediction of potential A24-restricted peptide epitopes. It was also noted that certain crucial secondary interactions appear to be remarkably similar in the case of A24 and other HLA-A molecules previously analyzed (A*0201, A3, A11, and others). This may reflect contributions to binding affinity of relatively invariant residues located within the polymorphic pockets of the HLA binding groove.",Kondo,1995,1,CD001155_pub3
7629496,"Cloning and characterization of 5E6(Ly-49C), a receptor molecule expressed on a subset of murine natural killer cells.","5E6 is a cell surface molecule expressed on a subpopulation of murine natural killer (NK) cells that are involved in the specific rejection of H-2d or H-2f (hemopoietic histocompatibility determinant 2) bone marrow cell grafts. Here, we isolated and cloned the gene encoding 5E6 and determined the nucleotide sequence of the cDNA. 5E6 is nearly identical to Ly-49C; the deduced amino acid sequence reveals a polypeptide of 266 amino acids with a molecular weight of 31,284 that contains multiple cysteine residues to explain its disulfide-linked homodimer structure and five potential N-linked glycosylation sites. 5E6 is a type II integral membrane protein with an extracellular carbohydrate recognition domain characteristic of C-type (Ca(2+)-dependent) animal lectins. Chromosomal mapping indicates that 5E6 is located within the NK gene complex on chromosome 6. The sequence of 5E6 mRNA and the degree of glycosylation of 5E6 protein are under genetic control. Immunoprecipitation before removal of N-linked sugars reveals different size molecules. There are several nucleotide differences among BALB/c, B6, and NZB mRNAs; however, none of them would be expected to affect N-glycosylation. Of particular interest are two findings: (a) BALB/c, B6, and (BALB/c x B6)F1 5E6 reduced molecules are approximately 65, 54, and 54 kD, and (b) the cDNA sequence of (BALB/c x B6)F1 is identical to B6. Thus, there appears to be allelic exclusion of 5E6 expression that may be related to the ability of F1 hybrid mice to reject parental H-2d bone marrow cell grafts.",Stoneman,1995,1,CD001155_pub3
8746993,Management of choledocholithiasis during pregnancy: a new protocol in the laparoscopic era.,"The management of symptomatic cholelithiasis during pregnancy remains a serious and difficult problem. This condition may be further complicated by the presence of common bile duct stones (CBDS). Two cases of CBDS in pregnancy are presented. During the period from August 1990 to June 1994, 1127 consecutive patients underwent LC by a single surgical team. Two (0.2%) of these patients were pregnant and both were found to have choledocholithiasis. One patient's stones were lavaged into the duodenum via the cystic duct and the other patient had transcystic choledochoscopy and transcystic duct tube drainage. The patients were discharged from the hospital on postoperative days 4 and 6, respectively. There were no complications and both successfully carried their pregnancies to term. Laparoscopic cholecystectomy (LC) with transcystic common bile duct exploration (TCDE) was advantageous in both patients. Neither patient required an abdominal incision or choledochotomy. Laparoscopic TCDE with or without cystic tube drainage is a viable option in the management of CBDS in the pregnant patient.",Liberman,1995,1,CD001155_pub3
8530632,Growth hormone pulsatility in active and cured acromegalic subjects.,"GH secretion in normal subjects is periodic, with pulses prevailing during sleep. During the day (basal secretion), GH levels are, in general, undetectable. We studied GH secretion by cluster analysis, collecting samples every 20 min for 24 h in 44 subjects: 11 patients with active acromegaly; 16 ""cured"" acromegalics, and 17 normal subjects. The purpose of this study was to compare GH secretion between patients with active acromegaly and ""cured"" patients and between ""cured"" acromegalic patients and normal controls. The number of pulses detected through the 24-h GH profile was not different between acromegalic patients regardless of disease activity (17.5 +/- 4.4 vs. 15.0 +/- 6.0, respectively), but was different when active acromegalic patients and normal controls were compared (8.1 +/- 1.0; P < 0.05) and when cured acromegalic patients and normal controls were compared (P < 0.05). The GH pulsatile secretion/total GH secretion ratio was higher in normal controls than in acromegalic patients regardless of disease activity. We concluded that 1) the increases in GH pulsatility in active and cured acromegalic patients are similar, but most of the 24-h GH secretion is nonpulsatile; 2) half of the GH secretion in normal subjects occurs during pulses; 3) cured acromegalic patients, even those with normal GH and insulin-like growth factor I levels, do not recover a normal GH secretory pattern.",Semer,1995,1,CD001155_pub3
7480747,Recurrent carcinoma after breast conservation: diagnosis with stereotaxic core biopsy.,"To evaluate the utility of stereotaxic core biopsy (SCB) in diagnosing recurrent carcinoma after breast-conserving therapy (BCT). Of 316 patients evaluated with SCB, 17 (5%) had nonpalpable lesions in breasts previously treated with BCT. Surgical correlation was obtained in 14 patients. SCBs were performed with digital stereotaxic equipment, with patients prone. Carcinoma detected at SCB in 11 (79%) of 14 patients included infiltrating ductal carcinoma (IFDC) in five, ductal carcinoma in situ (DCIS) in five, and infiltrating lobular carcinoma (ILC) in one. Surgical histopathologic findings agreed with core biopsy findings in 10 of these patients. In one patient with two SCB-proved foci of IFDC, one IFDC was identified at mastectomy. In two (14%) patients, SCB revealed atypical ductal hyperplasia; however, DCIS was found at surgical biopsy. In one patient, the SCB finding of fat necrosis was confirmed at surgical biopsy. These data suggest that SCB may be useful in diagnosing recurrent carcinoma in the conservatively treated breast.",Liberman,1995,1,CD001155_pub3
8750698,Effects of repeated administration of selective adenosine A1 and A2A receptor agonists on pentylenetetrazole-induced convulsions in the rat.,"The protective effects of the selective adenosine A1 receptor agonist 2-chloro-N(6)-cyclopentyladenosine (CCPA), the selective adenosine A2A receptor agonist, 2-hexynyl-5'-N-ethylcarboxamidoadenosine (2HE-NECA), and the non-selective agonist, 5'-N-ethylcarboxamidoadenosine (NECA) were studied against lethal seizures induced by intraperitoneal (i.p.) injection of pentylenetetrazole (80 mg/kg). In acute studies there was a dose-dependent reduction of lethal seizures, as shown by the low dose's protecting 50% of animals (PD50): 0.11, 0.05 and 0.05 mg/kg i.p. for CCPA, 2HE-NECA and NECA, respectively. In the repeated administration studies the animals received either vehicle or drug i.p. twice daily for 12 days. The drug doses were twice the PD50 value: 0.3 mg/kg for CCPA or 0.1 mg/kg for both 2HE-NECA and NECA. 2HE-NECA and NECA maintained their protective activity against pentylenetetrazole-induced seizures (63% or 60% vs. 60% or 58% in acute studies, respectively). Conversely, repeated treatment with CCPA resulted in a marked decrease of its effects (67% vs. 30% in acute studies; P < 0.05). The data indicate that in addition to adenosine A1 the A2A receptors also appear to be involved in the protection from seizures. The anticonvulsant effects induced by repeated stimulation of adenosine A1 receptors are subject to tolerance, whereas effects depending on adenosine A2A receptor activation are maintained.",Adami,1995,1,CD001155_pub3
8847138,Low efficiency of cytologic screening for cancer in situ of the cervix in older women.,"Cytologic screening for cervical cancer has proven to be beneficial in many countries, although the value of this intervention in women older than 50 years remains controversial. The purpose of this study was to investigate the efficiency of detecting cancer in situ by means of a cytologic smear at different ages, with special emphasis on the benefit of screening in women above the age of 50. We analyzed 466,275 smears taken in an open cohort of 118,890 women in Sweden between 1969 and 1988. The number of cancers in situ detected per 1,000 smears, the detection ratio, was used as an outcome measure in univariate analyses and in multivariate regression models. Cancer in situ was detected in 1,076 women in the study cohort. The detection ratio peaked at ages 30 to 34 and decreased heavily during the next 15 years of age. The efficiency of taking smears at ages above 50 was only 20 per cent (OR, 0.19; 95% CI, 0.14-0.26) of that at ages 30 to 34. These results were not changed when adjusting for time period and time interval since the previous smear. In spite of a high incidence of invasive cervical cancer in older women, the benefit of cytologic screening to detect cancer in situ above the age of 50 is uncertain.",Gustafsson,1995,1,CD001155_pub3
8770645,Production and characterization of monoclonal antibodies against the ribosome-inactivating protein PAP from Phytolacca americana.,"Monoclonal antibodies specific to pokeweed antiviral protein (PAP), a ribosome-inactivating protein (RIP), were obtained after six unsuccessful fusions. A special procedure including injections of low doses of purified PAP from spring leaves in a short period was adopted. Some clones highly specific to PAP react with recombinant PAP. One clone cross-reacts with PAP-S isolated from seeds but none cross-reacts with the isoform PAP II isolated from summer leaves. These antibodies represent a useful tool to investigate the mechanisms of PAP biosynthesis and plant protection involving RIPs.",Desvoyes,1995,1,CD001155_pub3
15204079,The varieties of selectional experience in behavioral genetics.,"",Greenspan,2003,1,CD001155_pub3
15106661,The 2003 Genetics Society of America Medal; Jeffrey C.Hall.,"",Greenspan,2003,1,CD001155_pub3
14716044,Does bone mineral density and knowledge influence health-related behaviors of elderly men at risk for osteoporosis?,"To determine if bone mineral density (BMD) substantially influences health-related behaviors in men at risk for osteoporosis, we surveyed 102 men who were participating in a study of prostate cancer and bone loss. Subjects included 68 men with prostate cancer, 44 of whom were hypogonadal on androgen deprivation therapy, and 34 healthy age-matched controls without prostate cancer. At least 6 mo after an initial evaluation, assessment of BMD, and osteoporosis information session, men were administered a questionnaire regarding their healthrelated behaviors. We found that men with osteopenia were 4 times as likely (13%) and men with osteoporosis were more than 10 times as likely (41%) to start taking bisphosphonates compared to men with a normal bone mass (3%, p < 0.0001). Men with low bone mass were more likely to begin taking calcium (p < 0.05) and vitamin D supplements (p < 0.05). Hypogonadal men were 10 times as likely to begin using bisphosphonates (34%) compared to the control group (3%, p < 0.0001) and twice as likely to begin using calcium supplements (57% vs 24%, p < 0.05). Caffeine consumption, alcohol consumption, dietary calcium intake, exercise, and smoking habits were not different in men with osteoporosis or those who were hypogonadal compared to controls. We conclude that men with low bone mass and hypogonadism were more likely to start using bisphosphonates, calcium supplements, and vitamin D supplements after having a bone density test. However, they were not more likely to make significant health-related lifestyle changes after obtaining the results of their bone mass.",Patel,2003,1,CD001155_pub3
12626202,Cell adhesion and tissue factor upregulation in oxygenators used during coronary artery bypass grafting are modified by the Corline Heparin Surface.,"Cardiopulmonary bypass (CPB) is associated with inflammatory response and activation of coagulation. We investigated the influence of a new heparin surface on the activation of cells retrieved from oxygenators used during coronary artery bypass grafting (CABG). Sixty patients undergoing CABG with CPB were randomly assigned to either uncoated or completely Corline Heparin Surface (CHS)-coated circuits with one of three different levels of systemic heparin: standard, high or low. At end of surgery adhered cells were retrieved from the oxygenators and cell count, tissue factor (TF)- and CD11b-expression on monocytes and monocytic TFmRNA were analysed. The heparin coating of the oxygenator prevented adhesion of granulocytes, monocytes and platelets. TF-expression on monocytes from the oxygenators was significantly higher than on circulating cells in all groups. Monocytes from the uncoated oxygenators showed low levels of TF-expression with high levels of TFmRNA. The coated group with high level of heparin showed higher surface-expression of TF with low levels of TFmRNA. The CHS was most biocompatible with the standard level of heparin used during CABG whereas elevation of systemic heparin rather increased the activation and TF upregulation in monocytes from oxygenators.",Johnell,2002,1,CD001155_pub3
12553504,Primary hemiarthroplasty in old patients with displaced femoral neck fracture: a 1-year follow-up of 103 patients aged 80 years or more.,"103 patients with displaced femoral neck fractures (Garden 3-4) treated with primary hemiarthroplasty in the Department of Orthopedics, Malmö University Hospital, Sweden 1998-1999 were followed in a prospective, consecutive study for 1 year. Inclusion criteria were age of at least 80 years, signs of mental changes and/or residence in an institution. The control group consisted of 69 patients with internal fixation (Hansson hook pins). The arthroplasty group required more blood transfusions, a longer operation and had more superficial infections. No differences were detected as regards other complications, length of hospital stay, in-hospital mortality or ability to return home. The 1-year mortality rates were similar in the arthroplasty (29/103) and control groups (28/69). Within 1 year, we found a lower failure rate in the arthroplasty group (6/103) than in the control group (18/69). In the arthroplasty group, 2/103 had dislocations. Of the surviving arthroplasty patients at 12 months, 31/74 could walk as well as before the fracture and 55/74 had no pain. We recommend primary hemiarthroplasty for demented and/or institutionalized patients over 80 years with displaced femoral neck fractures.",Rogmark,2002,1,CD001155_pub3
12531567,Falls explain between-center differences in the incidence of limb fracture across Europe.,"There is important geographic variation in the occurrence of the major osteoporotic fractures across Europe. The aim of this study was to determine whether between-center variation in limb fracture rates across Europe could be explained by variation in the incidence of falls. Men and women, aged 50-79 years, were recruited from population-based registers in 30 European centers. Subjects were followed by postal questionnaire to ascertain the occurrence of incident fractures, and were also asked about the occurrence and number of recent falls. Self-reported fractures were confirmed, where possible, by review of the radiographs, medical record, or subject interview. The age- and gender-adjusted incidence of falls was calculated by center using Poisson regression. Poisson regression was also used to assess the extent to which between-center differences in the incidence of limb fractures could be explained by differences in the age- and gender-adjusted incidence of falls at those centers. In all, 6302 men (mean age 63.9 years) and 6761 women (mean age 63.1 years) completed at least one questionnaire concerning fractures and falls. During a median follow-up time of 3 years, 3647 falls were reported by men and 4783 by women. After adjusting for age and gender, there was evidence of significant between-center differences in the occurrence of falls. There was also between-center variation in the occurrence of upper limb, lower limb, and distal forearm fractures. Variation in the age- and gender-adjusted center-specific fall rates explained 24%, 14%, and 6% of the between-center variation in incidence of distal forearm and upper and lower limb fractures, respectively. Given the constraints inherent in such an analysis, in men and women aged 50-79 years, variation in fall rates could explain a significant proportion of the between-center variation in the incidence of limb fracture across Europe.",Roy,2002,1,CD001155_pub3
28892457,Romosozumab or Alendronate for Fracture Prevention in Women with Osteoporosis.,"Romosozumab is a monoclonal antibody that binds to and inhibits sclerostin, increases bone formation, and decreases bone resorption. We enrolled 4093 postmenopausal women with osteoporosis and a fragility fracture and randomly assigned them in a 1:1 ratio to receive monthly subcutaneous romosozumab (210 mg) or weekly oral alendronate (70 mg) in a blinded fashion for 12 months, followed by open-label alendronate in both groups. The primary end points were the cumulative incidence of new vertebral fracture at 24 months and the cumulative incidence of clinical fracture (nonvertebral and symptomatic vertebral fracture) at the time of the primary analysis (after clinical fractures had been confirmed in ≥330 patients). Secondary end points included the incidences of nonvertebral and hip fracture at the time of the primary analysis. Serious cardiovascular adverse events, osteonecrosis of the jaw, and atypical femoral fractures were adjudicated. Over a period of 24 months, a 48% lower risk of new vertebral fractures was observed in the romosozumab-to-alendronate group (6.2% [127 of 2046 patients]) than in the alendronate-to-alendronate group (11.9% [243 of 2047 patients]) (P<0.001). Clinical fractures occurred in 198 of 2046 patients (9.7%) in the romosozumab-to-alendronate group versus 266 of 2047 patients (13.0%) in the alendronate-to-alendronate group, representing a 27% lower risk with romosozumab (P<0.001). The risk of nonvertebral fractures was lower by 19% in the romosozumab-to-alendronate group than in the alendronate-to-alendronate group (178 of 2046 patients [8.7%] vs. 217 of 2047 patients [10.6%]; P=0.04), and the risk of hip fracture was lower by 38% (41 of 2046 patients [2.0%] vs. 66 of 2047 patients [3.2%]; P=0.02). Overall adverse events and serious adverse events were balanced between the two groups. During year 1, positively adjudicated serious cardiovascular adverse events were observed more often with romosozumab than with alendronate (50 of 2040 patients [2.5%] vs. 38 of 2014 patients [1.9%]). During the open-label alendronate period, adjudicated events of osteonecrosis of the jaw (1 event each in the romosozumab-to-alendronate and alendronate-to-alendronate groups) and atypical femoral fracture (2 events and 4 events, respectively) were observed. In postmenopausal women with osteoporosis who were at high risk for fracture, romosozumab treatment for 12 months followed by alendronate resulted in a significantly lower risk of fracture than alendronate alone. (Funded by Amgen and others; ARCH ClinicalTrials.gov number, NCT01631214 .).",Saag,2017,0,CD001155_pub3
28079501,Clinical efficacy of oral alendronate in ankylosing spondylitis: a randomised placebo-controlled trial.,"A prospective, double blind, randomised, placebo controlled trial over 2 years was performed to test the efficacy of alendronate, an oral aminobisphosphonate, in improving symptoms and arrest disease progression in patients with mild to severe ankylosing spondylitis (AS). 180 patients with AS were randomised to receive weekly alendronate 70 mg or placebo (1:1 randomisation). BAS-G was the primary outcome measure with Bath indices as secondary outcomes. Vertebral x-rays were performed at 0 and 24 months. Biomarkers (including CRP, IL-1beta, IL6, VEGF, MMP-1, and MMP-3) were collected during the first 12 months. There was no significant difference between the placebo and treatment groups in any of the recorded outcomes over the 2 years including clinical indices, biomarkers, and radiology. The change in BAS-G, the primary outcome measure, was -0.21 for the treatment group and -0.42 for the placebo group p=0.57. Change in all other clinical outcome measures were also non-significant; BASDAI p=0.86, BASFI p=0.37, BASMI p=0.021. Sub-group analysis of those subjects with a baseline BASDAI >4 were also non-significant. This prospective study demonstrates that alendronate 70mg weekly for 2 years was no more efficacious than placebo in improving clinical or laboratory measures of disease activity or measures of physical impact in subjects with mild to severe active AS. ID SRCTN12308164, registered on 15.12.2015.",Coates,2017,0,CD001155_pub3
25592133,"Efficacy of combined treatment with alendronate (ALN) and eldecalcitol, a new active vitamin D analog, compared to that of concomitant ALN, vitamin D plus calcium treatment in Japanese patients with primary osteoporosis.","Combined treatment with alendronate and eldecalcitol was found to be more effective in reducing the bone turnover markers and increasing bone mineral density than alendronate treatment with vitamin D3 and calcium supplementation in the osteoporotic patients. We compared the clinical efficacy and safety of combined treatment with alendronate plus eldecalcitol (ALN + ELD) with those of treatment with ALN plus vitamin D and calcium (ALN + VitD). Osteoporotic 219 patients were randomly assigned to the ALN + ELD, or the ALN + VitD group. Primary endpoint was the inter-group differences in lumbar spine BMD (L-BMD) at patient's last visit. Secondary endpoints included the differences in BMD at other sites and the bone turnover marker (BTM) levels. L-BMD, total hip BMD and femoral neck (FN-BMD) increased from baseline by 7.30, 2.41, and 2.70 % in the ALN + ELD group, and by 6.52, 2.27, and 1.18% in the ALN + VitD group, respectively. Inter-group differences of the L-BMD and total hip BMD values were not significant. The increase of the FN-BMD was larger in the ALN + ELD group than the ALN + VitD group. Reductions of the BTMs were greater in the ALN + ELD group than the ALN + VitD group. Interaction of the percent increase of the L-BMD with the baseline values of the BTMs was observed in the ALN + VitD group only. The increases of the FN-BMD in patients with lower baseline values of type-I-collagen C-telopeptide (sCTX) and serum 25(OH) D levels <20 ng/mL were significantly larger in the ALN + ELD group than the other group. Combination treatment of ALN plus ELD was more effective in reducing the BTMs and increasing the FN-BMD than ALN treatment with vitamin D3 and calcium.",Sakai,2015,0,CD001155_pub3
25574674,"A randomized, double-blind, placebo-controlled study to evaluate the effects of alendronate on bone mineral density and bone remodelling in perimenopausal women with low bone mineral density.","Perimenopausal women can experience rapid bone loss at skeletal sites with both cortical and cancellous bone, increasing the prevalence of osteoporosis following menopause. We conducted a 12-month randomized placebo-controlled trial evaluating the effects of alendronate 70 mg with 2800 IU cholecalciferol administered once per week for 12 months in comparison with placebo and cholecalciferol. The primary end-point was the percentage change in the lumbar spine bone mineral density (BMD) from baseline to 12 months. Secondary end-points were the change in BMD at the femoral neck and changes in biochemical markers of bone turnover. Forty-five women were recruited to participate in the study. Five subjects withdrew from the study before randomization for unrelated reasons. Forty subjects were randomly allocated to the alendronate and placebo groups. The mean lumbar spine MD in women treated with alendronate increased by 3.66% (mean paired difference, μd = 0.032; ± 0.008 SE) at 12 months, compared with a reduction of 3.33% (μd = -0.030; ± 0.008 SE) in the control group (P < 0.001). In the femoral neck, the mean BMD in the alendronate group increased by 2.07% (μd = 0.014; ± 0.009 SE) at 12 months, compared with a reduction of 1.87% (μd = -0.014; ± 0.008 SE) in the control group (P = 0.046). There were no differences in BMD between the alendronate and placebo groups at the total hip sites after 12 months. At 12 months, both bone-specific alkaline phosphatase and urinary N-telopeptide were significantly reduced, by 37.79% (μd = -9.90; ± 1.92 SE) and 27.21% (μd = -11.68; ± 4.80 SE) respectively, in the alendronate group; in the control group, these levels increased (P < 0.001). Weekly treatment with alendronate 70 mg and cholecalciferol 2800 IU increases BMD and decreases bone turnover in perimenopausal women. Contexte : Les femmes périménopausées peuvent connaître une perte osseuse rapide aux points du squelette qui comptent des os tant corticaux que spongieux, ce qui accroît la prévalence de l’ostéoporose à la suite de la ménopause. Méthodes : Nous avons mené un essai comparatif randomisé avec placebo (d’une durée de 12 mois) qui cherchait à évaluer les effets de l’administration de 70 mg d’alendronate et de 2 800 UI de cholécalciférol (une fois par semaine, pendant 12 mois), par comparaison avec l’administration d’un placebo et de cholécalciférol. Le critère d’évaluation principal était la modification (en pourcentage, entre la valeur de départ et la valeur à 12 mois) de la densité minérale osseuse (DMO) de la colonne lombaire. Parmi les critères d’évaluation secondaires, on trouvait la modification de la DMO du col fémoral et les modifications des marqueurs biochimiques du renouvellement des cellules osseuses. Résultats : Nous avons sollicité la participation de 45 femmes à l’étude. Cinq participantes se sont désistées avant la randomisation pour des raisons n’ayant rien à voir avec l’étude. Quarante femmes ont été affectées au hasard à un groupe devant recevoir de l’alendronate ou à un groupe devant recevoir un placebo. Chez les femmes traitées à l’alendronate, la DMO moyenne de la colonne lombaire a connu une hausse de l’ordre de 3,66 % (différence moyenne appariée, μd = 0,032; ± 0,008 ET) à 12 mois, par comparaison avec une baisse de l’ordre de 3,33 % (μd = −0,030; ± 0,008 ET) au sein du groupe témoin (P < 0,001). Au niveau du col fémoral au sein du groupe « alendronate », la DMO moyenne a connu une hausse de l’ordre de 2,07 % (μd = 0,014; ± 0,009 ET) à 12 mois, par comparaison avec une baisse de l’ordre de 1,87 % (μd = −0,014; ± 0,008 ET) au sein du groupe témoin (P = 0,046). Aucune différence en matière de DMO n’a été constatée entre les groupes « alendronate » et « placebo » pour ce qui est de l’ensemble des sites de la hanche après 12 mois. À 12 mois, tant la phosphatase alcaline propre aux os que le N-télopeptide urinaire ont connu une baisse significative, de l’ordre de 37,79 % (μd = −9,90; ± 1,92 ET) et de 27,21 % (μd = −11.68; ± 4,80 ET) respectivement, au sein du groupe « alendronate »; au sein du groupe témoin, les taux de ces marqueurs ont connu une hausse (P < 0,001). Conclusion : L’administration hebdomadaire d’un traitement faisant appel à 70 mg d’alendronate et à 2 800 UI de cholécalciférol entraîne une hausse de la DMO et une baisse du renouvellement des cellules osseuses chez les femmes périménopausées.",Khan,2014,0,CD001155_pub3
25524023,Effects of alendronate and vitamin D in patients with normocalcemic primary hyperparathyroidism.,"No data on the pharmacological treatment of normocalcemic hyperparathyroidism (NPHPT) are available. We treated 30 NPHPT postmenopausal women with alendronate/cholecalciferol (treated group) or vitamin D alone (control group). Over 1 year, bone mineral density (BMD) increased significantly in treated group, but not in control group. Both treatments did not affect serum or urinary calcium. Normocalcemic primary hyperparathyroidism (NPHPT) is defined by normal serum calcium and consistently elevated PTH levels after ruling out the causes of secondary hyperparathyroidism. It is likely that subjects with NPHPT may develop kidney and bone disease. As no data on the pharmacological treatment of NPHPT are available, we aimed to investigate the effects of alendronate and cholecalciferol on both BMD and bone biochemical markers in postmenopausal women with NPHPT. Safety of vitamin D was evaluated as secondary endpoint. The study was a prospective open label randomized trial comparing 15 postmenopausal women with NPHPT (PMW-NPHPT), treated with oral alendronate plus cholecalciferol (treated group) and 15 PMW-NPHPT treated only with cholecalciferol (control group). Blood samples were obtained at baseline and after 3, 6, and 12 months. Bone turnover markers (BTM) were measured at baseline, 3, and 6 months, respectively. BMD was assessed at baseline and after 12 months. After 1 year of treatment, BMD increased significantly at the lumbar, femoral neck, and hip level in the treated group, but not in the control group (p = 0.001). No differences were found between or within groups in serum calcium, PTH, and urinary calcium levels. BTM significantly decreased in the treated group but not in the control group, at 3 and 6 months (p < 0.001), respectively. No cases of hypercalcemia or hypercalciuria were detected during the study. The results of this study indicate that alendronate/cholecalciferol increases BMD in postmenopausal women with NPHPT. Alendronate/cholecalciferol or vitamin D alone does not affect serum or urinary calcium.",Cesareo,2015,0,CD001155_pub3
25111880,Effect of bisphosphonate use on risk of postmenopausal breast cancer: results from the randomized clinical trials of alendronate and zoledronic acid.,"Studies have shown that bisphosphonates may have antitumor and antimetastatic properties. Recently, observational studies have suggested a possible protective effect of bisphosphonates on breast cancer, but the effect of bisphosphonate use on risk of breast cancer has not been tested in randomized trials. To assess the relationship of postmenopausal breast cancer incidence and bisphosphonate use using data from 2 randomized (1:1), double-blind, placebo-controlled trials. The Fracture Intervention Trial (FIT) randomly assigned 6459 women aged 55 to 81 years to alendronate or placebo for a mean follow-up of 3.8 years. The Health Outcomes and Reduced Incidence With Zoledronic Acid Once Yearly-Pivotal Fracture Trial (HORIZON-PFT) randomly assigned 7765 women aged 65 to 89 years to annual intravenous zoledronic acid or placebo for a mean follow-up of 2.8 years. Data were collected at clinical centers in the United States (FIT and HORIZON-PFT) and in Asia and the Pacific, Europe, North America, and South America (HORIZON-PFT). Women, in either study, with recurrent breast cancer or who reported a history of breast cancer were excluded from analyses. In each trial, a blinded review was conducted of each cancer adverse event report to verify incident invasive breast cancer cases. The primary analysis compared events in the active vs placebo group using a log-rank test. Alendronate vs placebo (FIT) or zoledronic acid vs placebo (HORIZON-PFT). Hazard ratio for incident breast cancer in the bisphosphonate treatment group compared to the placebo group. There was no significant difference in the rate of breast cancer in FIT: 1.5% (n = 46) in the placebo group and 1.8% (n = 57) in the alendronate group (hazard ratio [HR], 1.24 [95% CI, 0.84-1.83]). In HORIZON-PFT, there was also no significant difference: 0.8% (n = 29) in the placebo group and 0.9% (n = 33) in the zoledronic acid group (HR, 1.15 [95% CI, 0.70-1.89]). There was also no significant difference when the data from FIT and HORIZON-PFT were pooled (HR, 1.20 [95% CI, 0.89-1.63]). These 2 randomized clinical trials do not support the findings from observational research. Contrary to the results from observational studies, we found that 3 to 4 years of bisphosphonate treatment did not decrease the risk of invasive postmenopausal breast cancer. clinicaltrials.gov Identifier: NCT00049829 (HORIZON-PFT).",Hue,2014,0,CD001155_pub3
